"date","geography","geography code","Rural Urban","Variable: All usual residents; measures: Value","Variable: Males; measures: Value","Variable: Females; measures: Value","Variable: Lives in a household; measures: Value","Variable: Lives in a communal establishment; measures: Value","Variable: Schoolchild or full-time student aged 4 and over at their non term-time address; measures: Value","Variable: Area (Hectares); measures: Value","Variable: Density (number of persons per hectare); measures: Value"
"2011","Camden","E09000007","Urban major conurbation",220338,107885,112453,212443,7895,2530,2179.60,101.1
"2011","Camden","E09000007","Urban minor conurbation",0,0,0,0,0,0,0.00,
"2011","Camden","E09000007","Urban city and town",0,0,0,0,0,0,0.00,
"2011","Camden","E09000007","Urban city and town in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Camden","E09000007","Rural (total)",0,0,0,0,0,0,0.00,
"2011","Camden","E09000007","Rural town and fringe",0,0,0,0,0,0,0.00,
"2011","Camden","E09000007","Rural town and fringe in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Camden","E09000007","Rural village",0,0,0,0,0,0,0.00,
"2011","Camden","E09000007","Rural village in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Camden","E09000007","Rural hamlet and isolated dwellings",0,0,0,0,0,0,0.00,
"2011","Camden","E09000007","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0,0,0,0.00,
"2011","City of London","E09000001","Total",7375,4091,3284,7187,188,78,289.78,25.5
"2011","City of London","E09000001","Urban (total)",7375,4091,3284,7187,188,78,289.78,25.5
"2011","City of London","E09000001","Urban major conurbation",7375,4091,3284,7187,188,78,289.78,25.5
"2011","City of London","E09000001","Urban minor conurbation",0,0,0,0,0,0,0.00,
"2011","City of London","E09000001","Urban city and town",0,0,0,0,0,0,0.00,
"2011","City of London","E09000001","Urban city and town in a sparse setting",0,0,0,0,0,0,0.00,
"2011","City of London","E09000001","Rural (total)",0,0,0,0,0,0,0.00,
"2011","City of London","E09000001","Rural town and fringe",0,0,0,0,0,0,0.00,
"2011","City of London","E09000001","Rural town and fringe in a sparse setting",0,0,0,0,0,0,0.00,
"2011","City of London","E09000001","Rural village",0,0,0,0,0,0,0.00,
"2011","City of London","E09000001","Rural village in a sparse setting",0,0,0,0,0,0,0.00,
"2011","City of London","E09000001","Rural hamlet and isolated dwellings",0,0,0,0,0,0,0.00,
"2011","City of London","E09000001","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Hackney","E09000012","Total",246270,122029,124241,244433,1837,2221,1906.35,129.2
"2011","Hackney","E09000012","Urban (total)",245645,121741,123904,243808,1837,2211,1895.31,129.6
"2011","Hackney","E09000012","Urban major conurbation",245645,121741,123904,243808,1837,2211,1895.31,129.6
"2011","Hackney","E09000012","Urban minor conurbation",0,0,0,0,0,0,0.00,
"2011","Hackney","E09000012","Urban city and town",0,0,0,0,0,0,0.00,
"2011","Hackney","E09000012","Urban city and town in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Hackney","E09000012","Rural (total)",625,288,337,625,0,10,11.04,56.6
"2011","Hackney","E09000012","Rural town and fringe",625,288,337,625,0,10,11.04,56.6
"2011","Hackney","E09000012","Rural town and fringe in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Hackney","E09000012","Rural village",0,0,0,0,0,0,0.00,
"2011","Hackney","E09000012","Rural village in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Hackney","E09000012","Rural hamlet and isolated dwellings",0,0,0,0,0,0,0.00,
"2011","Hackney","E09000012","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Hammersmith and Fulham","E09000013","Total",182493,88914,93579,180652,1841,2327,1640.40,111.2
"2011","Hammersmith and Fulham","E09000013","Urban (total)",182493,88914,93579,180652,1841,2327,1640.40,111.2
"2011","Hammersmith and Fulham","E09000013","Urban major conurbation",182493,88914,93579,180652,1841,2327,1640.40,111.2
"2011","Hammersmith and Fulham","E09000013","Urban minor conurbation",0,0,0,0,0,0,0.00,
"2011","Hammersmith and Fulham","E09000013","Urban city and town",0,0,0,0,0,0,0.00,
"2011","Hammersmith and Fulham","E09000013","Urban city and town in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Hammersmith and Fulham","E09000013","Rural (total)",0,0,0,0,0,0,0.00,
"2011","Hammersmith and Fulham","E09000013","Rural town and fringe",0,0,0,0,0,0,0.00,
"2011","Hammersmith and Fulham","E09000013","Rural town and fringe in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Hammersmith and Fulham","E09000013","Rural village",0,0,0,0,0,0,0.00,
"2011","Hammersmith and Fulham","E09000013","Rural village in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Hammersmith and Fulham","E09000013","Rural hamlet and isolated dwellings",0,0,0,0,0,0,0.00,
"2011","Hammersmith and Fulham","E09000013","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Haringey","E09000014","Total",254926,126224,128702,253236,1690,2774,2958.85,86.2
"2011","Haringey","E09000014","Urban (total)",254926,126224,128702,253236,1690,2774,2958.85,86.2
"2011","Haringey","E09000014","Urban major conurbation",254926,126224,128702,253236,1690,2774,2958.85,86.2
"2011","Haringey","E09000014","Urban minor conurbation",0,0,0,0,0,0,0.00,
"2011","Haringey","E09000014","Urban city and town",0,0,0,0,0,0,0.00,
"2011","Haringey","E09000014","Urban city and town in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Haringey","E09000014","Rural (total)",0,0,0,0,0,0,0.00,
"2011","Haringey","E09000014","Rural town and fringe",0,0,0,0,0,0,0.00,
"2011","Haringey","E09000014","Rural town and fringe in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Haringey","E09000014","Rural village",0,0,0,0,0,0,0.00,
"2011","Haringey","E09000014","Rural village in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Haringey","E09000014","Rural hamlet and isolated dwellings",0,0,0,0,0,0,0.00,
"2011","Haringey","E09000014","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Islington","E09000019","Total",206125,101405,104720,200134,5991,1931,1485.95,138.7
"2011","Islington","E09000019","Urban (total)",206125,101405,104720,200134,5991,1931,1485.95,138.7
"2011","Islington","E09000019","Urban major conurbation",206125,101405,104720,200134,5991,1931,1485.95,138.7
"2011","Islington","E09000019","Urban minor conurbation",0,0,0,0,0,0,0.00,
"2011","Islington","E09000019","Urban city and town",0,0,0,0,0,0,0.00,
"2011","Islington","E09000019","Urban city and town in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Islington","E09000019","Rural (total)",0,0,0,0,0,0,0.00,
"2011","Islington","E09000019","Rural town and fringe",0,0,0,0,0,0,0.00,
"2011","Islington","E09000019","Rural town and fringe in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Islington","E09000019","Rural village",0,0,0,0,0,0,0.00,
"2011","Islington","E09000019","Rural village in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Islington","E09000019","Rural hamlet and isolated dwellings",0,0,0,0,0,0,0.00,
"2011","Islington","E09000019","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Kensington and Chelsea","E09000020","Total",158649,78194,80455,155939,2710,3093,1212.95,130.8
"2011","Kensington and Chelsea","E09000020","Urban (total)",158649,78194,80455,155939,2710,3093,1212.95,130.8
"2011","Kensington and Chelsea","E09000020","Urban major conurbation",158649,78194,80455,155939,2710,3093,1212.95,130.8
"2011","Kensington and Chelsea","E09000020","Urban minor conurbation",0,0,0,0,0,0,0.00,
"2011","Kensington and Chelsea","E09000020","Urban city and town",0,0,0,0,0,0,0.00,
"2011","Kensington and Chelsea","E09000020","Urban city and town in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Kensington and Chelsea","E09000020","Rural (total)",0,0,0,0,0,0,0.00,
"2011","Kensington and Chelsea","E09000020","Rural town and fringe",0,0,0,0,0,0,0.00,
"2011","Kensington and Chelsea","E09000020","Rural town and fringe in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Kensington and Chelsea","E09000020","Rural village",0,0,0,0,0,0,0.00,
"2011","Kensington and Chelsea","E09000020","Rural village in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Kensington and Chelsea","E09000020","Rural hamlet and isolated dwellings",0,0,0,0,0,0,0.00,
"2011","Kensington and Chelsea","E09000020","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Lambeth","E09000022","Total",303086,150921,152165,300101,2985,3186,2682.14,113.0
"2011","Lambeth","E09000022","Urban (total)",303086,150921,152165,300101,2985,3186,2682.14,113.0
"2011","Lambeth","E09000022","Urban major conurbation",303086,150921,152165,300101,2985,3186,2682.14,113.0
"2011","Lambeth","E09000022","Urban minor conurbation",0,0,0,0,0,0,0.00,
"2011","Lambeth","E09000022","Urban city and town",0,0,0,0,0,0,0.00,
"2011","Lambeth","E09000022","Urban city and town in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Lambeth","E09000022","Rural (total)",0,0,0,0,0,0,0.00,
"2011","Lambeth","E09000022","Rural town and fringe",0,0,0,0,0,0,0.00,
"2011","Lambeth","E09000022","Rural town and fringe in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Lambeth","E09000022","Rural village",0,0,0,0,0,0,0.00,
"2011","Lambeth","E09000022","Rural village in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Lambeth","E09000022","Rural hamlet and isolated dwellings",0,0,0,0,0,0,0.00,
"2011","Lambeth","E09000022","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Lewisham","E09000023","Total",275885,134957,140928,273342,2543,2897,3514.54,78.5
"2011","Lewisham","E09000023","Urban (total)",275885,134957,140928,273342,2543,2897,3514.54,78.5
"2011","Lewisham","E09000023","Urban major conurbation",275885,134957,140928,273342,2543,2897,3514.54,78.5
"2011","Lewisham","E09000023","Urban minor conurbation",0,0,0,0,0,0,0.00,
"2011","Lewisham","E09000023","Urban city and town",0,0,0,0,0,0,0.00,
"2011","Lewisham","E09000023","Urban city and town in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Lewisham","E09000023","Rural (total)",0,0,0,0,0,0,0.00,
"2011","Lewisham","E09000023","Rural town and fringe",0,0,0,0,0,0,0.00,
"2011","Lewisham","E09000023","Rural town and fringe in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Lewisham","E09000023","Rural village",0,0,0,0,0,0,0.00,
"2011","Lewisham","E09000023","Rural village in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Lewisham","E09000023","Rural hamlet and isolated dwellings",0,0,0,0,0,0,0.00,
"2011","Lewisham","E09000023","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Newham","E09000025","Total",307984,160336,147648,306009,1975,2461,3622.36,85.0
"2011","Newham","E09000025","Urban (total)",307984,160336,147648,306009,1975,2461,3622.36,85.0
"2011","Newham","E09000025","Urban major conurbation",307984,160336,147648,306009,1975,2461,3622.36,85.0
"2011","Newham","E09000025","Urban minor conurbation",0,0,0,0,0,0,0.00,
"2011","Newham","E09000025","Urban city and town",0,0,0,0,0,0,0.00,
"2011","Newham","E09000025","Urban city and town in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Newham","E09000025","Rural (total)",0,0,0,0,0,0,0.00,
"2011","Newham","E09000025","Rural town and fringe",0,0,0,0,0,0,0.00,
"2011","Newham","E09000025","Rural town and fringe in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Newham","E09000025","Rural village",0,0,0,0,0,0,0.00,
"2011","Newham","E09000025","Rural village in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Newham","E09000025","Rural hamlet and isolated dwellings",0,0,0,0,0,0,0.00,
"2011","Newham","E09000025","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Southwark","E09000028","Total",288283,142618,145665,282560,5723,3087,2885.41,99.9
"2011","Southwark","E09000028","Urban (total)",288283,142618,145665,282560,5723,3087,2885.41,99.9
"2011","Southwark","E09000028","Urban major conurbation",288283,142618,145665,282560,5723,3087,2885.41,99.9
"2011","Southwark","E09000028","Urban minor conurbation",0,0,0,0,0,0,0.00,
"2011","Southwark","E09000028","Urban city and town",0,0,0,0,0,0,0.00,
"2011","Southwark","E09000028","Urban city and town in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Southwark","E09000028","Rural (total)",0,0,0,0,0,0,0.00,
"2011","Southwark","E09000028","Rural town and fringe",0,0,0,0,0,0,0.00,
"2011","Southwark","E09000028","Rural town and fringe in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Southwark","E09000028","Rural village",0,0,0,0,0,0,0.00,
"2011","Southwark","E09000028","Rural village in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Southwark","E09000028","Rural hamlet and isolated dwellings",0,0,0,0,0,0,0.00,
"2011","Southwark","E09000028","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Tower Hamlets","E09000030","Total",254096,130906,123190,250343,3753,1497,1976.90,128.5
"2011","Tower Hamlets","E09000030","Urban (total)",254096,130906,123190,250343,3753,1497,1976.90,128.5
"2011","Tower Hamlets","E09000030","Urban major conurbation",254096,130906,123190,250343,3753,1497,1976.90,128.5
"2011","Tower Hamlets","E09000030","Urban minor conurbation",0,0,0,0,0,0,0.00,
"2011","Tower Hamlets","E09000030","Urban city and town",0,0,0,0,0,0,0.00,
"2011","Tower Hamlets","E09000030","Urban city and town in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Tower Hamlets","E09000030","Rural (total)",0,0,0,0,0,0,0.00,
"2011","Tower Hamlets","E09000030","Rural town and fringe",0,0,0,0,0,0,0.00,
"2011","Tower Hamlets","E09000030","Rural town and fringe in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Tower Hamlets","E09000030","Rural village",0,0,0,0,0,0,0.00,
"2011","Tower Hamlets","E09000030","Rural village in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Tower Hamlets","E09000030","Rural hamlet and isolated dwellings",0,0,0,0,0,0,0.00,
"2011","Tower Hamlets","E09000030","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Wandsworth","E09000032","Total",306995,148646,158349,301648,5347,4236,3426.29,89.6
"2011","Wandsworth","E09000032","Urban (total)",306995,148646,158349,301648,5347,4236,3426.29,89.6
"2011","Wandsworth","E09000032","Urban major conurbation",306995,148646,158349,301648,5347,4236,3426.29,89.6
"2011","Wandsworth","E09000032","Urban minor conurbation",0,0,0,0,0,0,0.00,
"2011","Wandsworth","E09000032","Urban city and town",0,0,0,0,0,0,0.00,
"2011","Wandsworth","E09000032","Urban city and town in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Wandsworth","E09000032","Rural (total)",0,0,0,0,0,0,0.00,
"2011","Wandsworth","E09000032","Rural town and fringe",0,0,0,0,0,0,0.00,
"2011","Wandsworth","E09000032","Rural town and fringe in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Wandsworth","E09000032","Rural village",0,0,0,0,0,0,0.00,
"2011","Wandsworth","E09000032","Rural village in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Wandsworth","E09000032","Rural hamlet and isolated dwellings",0,0,0,0,0,0,0.00,
"2011","Wandsworth","E09000032","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Westminster","E09000033","Total",219396,111548,107848,213208,6188,3171,2147.78,102.2
"2011","Westminster","E09000033","Urban (total)",219396,111548,107848,213208,6188,3171,2147.78,102.2
"2011","Westminster","E09000033","Urban major conurbation",219396,111548,107848,213208,6188,3171,2147.78,102.2
"2011","Westminster","E09000033","Urban minor conurbation",0,0,0,0,0,0,0.00,
"2011","Westminster","E09000033","Urban city and town",0,0,0,0,0,0,0.00,
"2011","Westminster","E09000033","Urban city and town in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Westminster","E09000033","Rural (total)",0,0,0,0,0,0,0.00,
"2011","Westminster","E09000033","Rural town and fringe",0,0,0,0,0,0,0.00,
"2011","Westminster","E09000033","Rural town and fringe in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Westminster","E09000033","Rural village",0,0,0,0,0,0,0.00,
"2011","Westminster","E09000033","Rural village in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Westminster","E09000033","Rural hamlet and isolated dwellings",0,0,0,0,0,0,0.00,
"2011","Westminster","E09000033","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Barking and Dagenham","E09000002","Total",185911,90237,95674,184901,1010,1654,3609.04,51.5
"2011","Barking and Dagenham","E09000002","Urban (total)",185911,90237,95674,184901,1010,1654,3609.04,51.5
"2011","Barking and Dagenham","E09000002","Urban major conurbation",185911,90237,95674,184901,1010,1654,3609.04,51.5
"2011","Barking and Dagenham","E09000002","Urban minor conurbation",0,0,0,0,0,0,0.00,
"2011","Barking and Dagenham","E09000002","Urban city and town",0,0,0,0,0,0,0.00,
"2011","Barking and Dagenham","E09000002","Urban city and town in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Barking and Dagenham","E09000002","Rural (total)",0,0,0,0,0,0,0.00,
"2011","Barking and Dagenham","E09000002","Rural town and fringe",0,0,0,0,0,0,0.00,
"2011","Barking and Dagenham","E09000002","Rural town and fringe in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Barking and Dagenham","E09000002","Rural village",0,0,0,0,0,0,0.00,
"2011","Barking and Dagenham","E09000002","Rural village in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Barking and Dagenham","E09000002","Rural hamlet and isolated dwellings",0,0,0,0,0,0,0.00,
"2011","Barking and Dagenham","E09000002","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Barnet","E09000003","Total",356386,172676,183710,352597,3789,6147,8673.72,41.1
"2011","Barnet","E09000003","Urban (total)",356386,172676,183710,352597,3789,6147,8673.72,41.1
"2011","Barnet","E09000003","Urban major conurbation",355633,172300,183333,351847,3786,6109,8203.53,43.4
"2011","Barnet","E09000003","Urban minor conurbation",0,0,0,0,0,0,0.00,
"2011","Barnet","E09000003","Urban city and town",753,376,377,750,3,38,470.19,1.6
"2011","Barnet","E09000003","Urban city and town in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Barnet","E09000003","Rural (total)",0,0,0,0,0,0,0.00,
"2011","Barnet","E09000003","Rural town and fringe",0,0,0,0,0,0,0.00,
"2011","Barnet","E09000003","Rural town and fringe in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Barnet","E09000003","Rural village",0,0,0,0,0,0,0.00,
"2011","Barnet","E09000003","Rural village in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Barnet","E09000003","Rural hamlet and isolated dwellings",0,0,0,0,0,0,0.00,
"2011","Barnet","E09000003","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Bexley","E09000004","Total",231997,111676,120321,230902,1095,2577,6055.95,38.3
"2011","Bexley","E09000004","Urban (total)",231845,111597,120248,230769,1076,2574,5905.59,39.3
"2011","Bexley","E09000004","Urban major conurbation",231845,111597,120248,230769,1076,2574,5905.59,39.3
"2011","Bexley","E09000004","Urban minor conurbation",0,0,0,0,0,0,0.00,
"2011","Bexley","E09000004","Urban city and town",0,0,0,0,0,0,0.00,
"2011","Bexley","E09000004","Urban city and town in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Bexley","E09000004","Rural (total)",152,79,73,133,19,3,150.36,1.0
"2011","Bexley","E09000004","Rural town and fringe",0,0,0,0,0,0,0.00,
"2011","Bexley","E09000004","Rural town and fringe in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Bexley","E09000004","Rural village",0,0,0,0,0,0,0.00,
"2011","Bexley","E09000004","Rural village in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Bexley","E09000004","Rural hamlet and isolated dwellings",152,79,73,133,19,3,150.36,1.0
"2011","Bexley","E09000004","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Brent","E09000005","Total",311215,156468,154747,308895,2320,3321,4323.52,72.0
"2011","Brent","E09000005","Urban (total)",311215,156468,154747,308895,2320,3321,4323.52,72.0
"2011","Brent","E09000005","Urban major conurbation",311215,156468,154747,308895,2320,3321,4323.52,72.0
"2011","Brent","E09000005","Urban minor conurbation",0,0,0,0,0,0,0.00,
"2011","Brent","E09000005","Urban city and town",0,0,0,0,0,0,0.00,
"2011","Brent","E09000005","Urban city and town in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Brent","E09000005","Rural (total)",0,0,0,0,0,0,0.00,
"2011","Brent","E09000005","Rural town and fringe",0,0,0,0,0,0,0.00,
"2011","Brent","E09000005","Rural town and fringe in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Brent","E09000005","Rural village",0,0,0,0,0,0,0.00,
"2011","Brent","E09000005","Rural village in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Brent","E09000005","Rural hamlet and isolated dwellings",0,0,0,0,0,0,0.00,
"2011","Brent","E09000005","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Bromley","E09000006","Total",309392,148588,160804,307023,2369,4757,15015.45,20.6
"2011","Bromley","E09000006","Urban (total)",305937,146884,159053,303578,2359,4697,11290.17,27.1
"2011","Bromley","E09000006","Urban major conurbation",291763,139949,151814,289417,2346,4469,9161.80,31.8
"2011","Bromley","E09000006","Urban minor conurbation",0,0,0,0,0,0,0.00,
"2011","Bromley","E09000006","Urban city and town",14174,6935,7239,14161,13,228,2128.37,6.7
"2011","Bromley","E09000006","Urban city and town in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Bromley","E09000006","Rural (total)",3455,1704,1751,3445,10,60,3725.28,0.9
"2011","Bromley","E09000006","Rural town and fringe",603,298,305,593,10,7,746.80,0.8
"2011","Bromley","E09000006","Rural town and fringe in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Bromley","E09000006","Rural village",1698,857,841,1698,0,32,1340.46,1.3
"2011","Bromley","E09000006","Rural village in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Bromley","E09000006","Rural hamlet and isolated dwellings",1154,549,605,1154,0,21,1638.02,0.7
"2011","Bromley","E09000006","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Croydon","E09000008","Total",363378,176224,187154,360230,3148,4823,8651.89,42.0
"2011","Croydon","E09000008","Urban (total)",363378,176224,187154,360230,3148,4823,8651.89,42.0
"2011","Croydon","E09000008","Urban major conurbation",363378,176224,187154,360230,3148,4823,8651.89,42.0
"2011","Croydon","E09000008","Urban minor conurbation",0,0,0,0,0,0,0.00,
"2011","Croydon","E09000008","Urban city and town",0,0,0,0,0,0,0.00,
"2011","Croydon","E09000008","Urban city and town in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Croydon","E09000008","Rural (total)",0,0,0,0,0,0,0.00,
"2011","Croydon","E09000008","Rural town and fringe",0,0,0,0,0,0,0.00,
"2011","Croydon","E09000008","Rural town and fringe in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Croydon","E09000008","Rural village",0,0,0,0,0,0,0.00,
"2011","Croydon","E09000008","Rural village in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Croydon","E09000008","Rural hamlet and isolated dwellings",0,0,0,0,0,0,0.00,
"2011","Croydon","E09000008","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Ealing","E09000009","Total",338449,169175,169274,334725,3724,4037,5552.50,61.0
"2011","Ealing","E09000009","Urban (total)",338449,169175,169274,334725,3724,4037,5552.50,61.0
"2011","Ealing","E09000009","Urban major conurbation",338449,169175,169274,334725,3724,4037,5552.50,61.0
"2011","Ealing","E09000009","Urban minor conurbation",0,0,0,0,0,0,0.00,
"2011","Ealing","E09000009","Urban city and town",0,0,0,0,0,0,0.00,
"2011","Ealing","E09000009","Urban city and town in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Ealing","E09000009","Rural (total)",0,0,0,0,0,0,0.00,
"2011","Ealing","E09000009","Rural town and fringe",0,0,0,0,0,0,0.00,
"2011","Ealing","E09000009","Rural town and fringe in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Ealing","E09000009","Rural village",0,0,0,0,0,0,0.00,
"2011","Ealing","E09000009","Rural village in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Ealing","E09000009","Rural hamlet and isolated dwellings",0,0,0,0,0,0,0.00,
"2011","Ealing","E09000009","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Enfield","E09000010","Total",312466,150654,161812,310066,2400,3835,8082.94,38.7
"2011","Enfield","E09000010","Urban (total)",310988,149951,161037,308825,2163,3802,6389.72,48.7
"2011","Enfield","E09000010","Urban major conurbation",309171,149045,160126,307045,2126,3736,6089.60,50.8
"2011","Enfield","E09000010","Urban minor conurbation",0,0,0,0,0,0,0.00,
"2011","Enfield","E09000010","Urban city and town",1817,906,911,1780,37,66,300.12,6.1
"2011","Enfield","E09000010","Urban city and town in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Enfield","E09000010","Rural (total)",1478,703,775,1241,237,33,1693.22,0.9
"2011","Enfield","E09000010","Rural town and fringe",0,0,0,0,0,0,0.00,
"2011","Enfield","E09000010","Rural town and fringe in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Enfield","E09000010","Rural village",1064,489,575,827,237,20,467.29,2.3
"2011","Enfield","E09000010","Rural village in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Enfield","E09000010","Rural hamlet and isolated dwellings",414,214,200,414,0,13,1225.93,0.3
"2011","Enfield","E09000010","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Greenwich","E09000011","Total",254557,126224,128333,249991,4566,2542,4734.38,53.8
"2011","Greenwich","E09000011","Urban (total)",254557,126224,128333,249991,4566,2542,4734.38,53.8
"2011","Greenwich","E09000011","Urban major conurbation",254557,126224,128333,249991,4566,2542,4734.38,53.8
"2011","Greenwich","E09000011","Urban minor conurbation",0,0,0,0,0,0,0.00,
"2011","Greenwich","E09000011","Urban city and town",0,0,0,0,0,0,0.00,
"2011","Greenwich","E09000011","Urban city and town in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Greenwich","E09000011","Rural (total)",0,0,0,0,0,0,0.00,
"2011","Greenwich","E09000011","Rural town and fringe",0,0,0,0,0,0,0.00,
"2011","Greenwich","E09000011","Rural town and fringe in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Greenwich","E09000011","Rural village",0,0,0,0,0,0,0.00,
"2011","Greenwich","E09000011","Rural village in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Greenwich","E09000011","Rural hamlet and isolated dwellings",0,0,0,0,0,0,0.00,
"2011","Greenwich","E09000011","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Harrow","E09000015","Total",239056,118023,121033,236970,2086,4251,5046.91,47.4
"2011","Harrow","E09000015","Urban (total)",238455,117730,120725,236372,2083,4240,4776.00,49.9
"2011","Harrow","E09000015","Urban major conurbation",238455,117730,120725,236372,2083,4240,4776.00,49.9
"2011","Harrow","E09000015","Urban minor conurbation",0,0,0,0,0,0,0.00,
"2011","Harrow","E09000015","Urban city and town",0,0,0,0,0,0,0.00,
"2011","Harrow","E09000015","Urban city and town in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Harrow","E09000015","Rural (total)",601,293,308,598,3,11,270.91,2.2
"2011","Harrow","E09000015","Rural town and fringe",0,0,0,0,0,0,0.00,
"2011","Harrow","E09000015","Rural town and fringe in a sparse setting",0,0,0,0,0,0,0.00,
"2011","Harrow","E09000015","Rural village",601,293,308,598,3,11,270.91,2.2
