"date","geography","geography code","Rural Urban","Residence Type: All categories: Residence type; measures: Value","Residence Type: Lives in a household; measures: Value","Residence Type: Lives in a communal establishment; measures: Value","Residence Type: Communal establishments with persons sleeping rough identified; measures: Value"
"2011","Herefordshire, County of","E06000019","Rural village in a sparse setting",6681,6557,124,0
"2011","Herefordshire, County of","E06000019","Rural hamlet and isolated dwellings",30764,30144,620,0
"2011","Herefordshire, County of","E06000019","Rural hamlet and isolated dwellings in a sparse setting",10959,10876,83,0
"2011","Shropshire","E06000051","Total",306129,298183,7946,2
"2011","Shropshire","E06000051","Urban (total)",130660,128173,2487,1
"2011","Shropshire","E06000051","Urban major conurbation",0,0,0,0
"2011","Shropshire","E06000051","Urban minor conurbation",0,0,0,0
"2011","Shropshire","E06000051","Urban city and town",120145,117799,2346,1
"2011","Shropshire","E06000051","Urban city and town in a sparse setting",10515,10374,141,0
"2011","Shropshire","E06000051","Rural (total)",175469,170010,5459,1
"2011","Shropshire","E06000051","Rural town and fringe",65308,64393,915,0
"2011","Shropshire","E06000051","Rural town and fringe in a sparse setting",4392,4268,124,0
"2011","Shropshire","E06000051","Rural village",42946,41363,1583,0
"2011","Shropshire","E06000051","Rural village in a sparse setting",4619,4617,2,0
"2011","Shropshire","E06000051","Rural hamlet and isolated dwellings",49423,46784,2639,1
"2011","Shropshire","E06000051","Rural hamlet and isolated dwellings in a sparse setting",8781,8585,196,0
"2011","Stoke-on-Trent","E06000021","Total",249008,246075,2933,2
"2011","Stoke-on-Trent","E06000021","Urban (total)",248337,245450,2887,2
"2011","Stoke-on-Trent","E06000021","Urban major conurbation",0,0,0,0
"2011","Stoke-on-Trent","E06000021","Urban minor conurbation",0,0,0,0
"2011","Stoke-on-Trent","E06000021","Urban city and town",248337,245450,2887,2
"2011","Stoke-on-Trent","E06000021","Urban city and town in a sparse setting",0,0,0,0
"2011","Stoke-on-Trent","E06000021","Rural (total)",671,625,46,0
"2011","Stoke-on-Trent","E06000021","Rural town and fringe",0,0,0,0
"2011","Stoke-on-Trent","E06000021","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Stoke-on-Trent","E06000021","Rural village",483,449,34,0
"2011","Stoke-on-Trent","E06000021","Rural village in a sparse setting",0,0,0,0
"2011","Stoke-on-Trent","E06000021","Rural hamlet and isolated dwellings",188,176,12,0
"2011","Stoke-on-Trent","E06000021","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Telford and Wrekin","E06000020","Total",166641,164440,2201,0
"2011","Telford and Wrekin","E06000020","Urban (total)",155464,154213,1251,0
"2011","Telford and Wrekin","E06000020","Urban major conurbation",0,0,0,0
"2011","Telford and Wrekin","E06000020","Urban minor conurbation",0,0,0,0
"2011","Telford and Wrekin","E06000020","Urban city and town",155464,154213,1251,0
"2011","Telford and Wrekin","E06000020","Urban city and town in a sparse setting",0,0,0,0
"2011","Telford and Wrekin","E06000020","Rural (total)",11177,10227,950,0
"2011","Telford and Wrekin","E06000020","Rural town and fringe",632,628,4,0
"2011","Telford and Wrekin","E06000020","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Telford and Wrekin","E06000020","Rural village",5793,5767,26,0
"2011","Telford and Wrekin","E06000020","Rural village in a sparse setting",0,0,0,0
"2011","Telford and Wrekin","E06000020","Rural hamlet and isolated dwellings",4752,3832,920,0
"2011","Telford and Wrekin","E06000020","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Staffordshire","E10000028","Total",848489,832952,15537,6
"2011","Staffordshire","E10000028","Urban (total)",642633,635681,6952,3
"2011","Staffordshire","E10000028","Urban major conurbation",154961,153949,1012,0
"2011","Staffordshire","E10000028","Urban minor conurbation",0,0,0,0
"2011","Staffordshire","E10000028","Urban city and town",487672,481732,5940,3
"2011","Staffordshire","E10000028","Urban city and town in a sparse setting",0,0,0,0
"2011","Staffordshire","E10000028","Rural (total)",205856,197271,8585,3
"2011","Staffordshire","E10000028","Rural town and fringe",94813,94393,420,2
"2011","Staffordshire","E10000028","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Staffordshire","E10000028","Rural village",63277,58170,5107,0
"2011","Staffordshire","E10000028","Rural village in a sparse setting",0,0,0,0
"2011","Staffordshire","E10000028","Rural hamlet and isolated dwellings",47766,44708,3058,1
"2011","Staffordshire","E10000028","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Warwickshire","E10000031","Total",545474,537501,7973,4
"2011","Warwickshire","E10000031","Urban (total)",365377,359641,5736,3
"2011","Warwickshire","E10000031","Urban major conurbation",0,0,0,0
"2011","Warwickshire","E10000031","Urban minor conurbation",0,0,0,0
"2011","Warwickshire","E10000031","Urban city and town",365377,359641,5736,3
"2011","Warwickshire","E10000031","Urban city and town in a sparse setting",0,0,0,0
"2011","Warwickshire","E10000031","Rural (total)",180097,177860,2237,1
"2011","Warwickshire","E10000031","Rural town and fringe",92589,91778,811,0
"2011","Warwickshire","E10000031","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Warwickshire","E10000031","Rural village",60642,59716,926,1
"2011","Warwickshire","E10000031","Rural village in a sparse setting",0,0,0,0
"2011","Warwickshire","E10000031","Rural hamlet and isolated dwellings",26866,26366,500,0
"2011","Warwickshire","E10000031","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Birmingham","E08000025","Total",1073045,1051366,21679,1
"2011","Birmingham","E08000025","Urban (total)",1072492,1050813,21679,1
"2011","Birmingham","E08000025","Urban major conurbation",1072492,1050813,21679,1
"2011","Birmingham","E08000025","Urban minor conurbation",0,0,0,0
"2011","Birmingham","E08000025","Urban city and town",0,0,0,0
"2011","Birmingham","E08000025","Urban city and town in a sparse setting",0,0,0,0
"2011","Birmingham","E08000025","Rural (total)",553,553,0,0
"2011","Birmingham","E08000025","Rural town and fringe",0,0,0,0
"2011","Birmingham","E08000025","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Birmingham","E08000025","Rural village",0,0,0,0
"2011","Birmingham","E08000025","Rural village in a sparse setting",0,0,0,0
"2011","Birmingham","E08000025","Rural hamlet and isolated dwellings",553,553,0,0
"2011","Birmingham","E08000025","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Coventry","E08000026","Total",316960,307730,9230,0
"2011","Coventry","E08000026","Urban (total)",316395,307225,9170,0
"2011","Coventry","E08000026","Urban major conurbation",0,0,0,0
"2011","Coventry","E08000026","Urban minor conurbation",0,0,0,0
"2011","Coventry","E08000026","Urban city and town",316395,307225,9170,0
"2011","Coventry","E08000026","Urban city and town in a sparse setting",0,0,0,0
"2011","Coventry","E08000026","Rural (total)",565,505,60,0
"2011","Coventry","E08000026","Rural town and fringe",0,0,0,0
"2011","Coventry","E08000026","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Coventry","E08000026","Rural village",0,0,0,0
"2011","Coventry","E08000026","Rural village in a sparse setting",0,0,0,0
"2011","Coventry","E08000026","Rural hamlet and isolated dwellings",565,505,60,0
"2011","Coventry","E08000026","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Dudley","E08000027","Total",312925,310398,2527,0
"2011","Dudley","E08000027","Urban (total)",312649,310122,2527,0
"2011","Dudley","E08000027","Urban major conurbation",312399,309872,2527,0
"2011","Dudley","E08000027","Urban minor conurbation",0,0,0,0
"2011","Dudley","E08000027","Urban city and town",250,250,0,0
"2011","Dudley","E08000027","Urban city and town in a sparse setting",0,0,0,0
"2011","Dudley","E08000027","Rural (total)",276,276,0,0
"2011","Dudley","E08000027","Rural town and fringe",276,276,0,0
"2011","Dudley","E08000027","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Dudley","E08000027","Rural village",0,0,0,0
"2011","Dudley","E08000027","Rural village in a sparse setting",0,0,0,0
"2011","Dudley","E08000027","Rural hamlet and isolated dwellings",0,0,0,0
"2011","Dudley","E08000027","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Sandwell","E08000028","Total",308063,305928,2135,0
"2011","Sandwell","E08000028","Urban (total)",308063,305928,2135,0
"2011","Sandwell","E08000028","Urban major conurbation",308063,305928,2135,0
"2011","Sandwell","E08000028","Urban minor conurbation",0,0,0,0
"2011","Sandwell","E08000028","Urban city and town",0,0,0,0
"2011","Sandwell","E08000028","Urban city and town in a sparse setting",0,0,0,0
"2011","Sandwell","E08000028","Rural (total)",0,0,0,0
"2011","Sandwell","E08000028","Rural town and fringe",0,0,0,0
"2011","Sandwell","E08000028","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Sandwell","E08000028","Rural village",0,0,0,0
"2011","Sandwell","E08000028","Rural village in a sparse setting",0,0,0,0
"2011","Sandwell","E08000028","Rural hamlet and isolated dwellings",0,0,0,0
"2011","Sandwell","E08000028","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Solihull","E08000029","Total",206674,205087,1587,1
"2011","Solihull","E08000029","Urban (total)",186276,184762,1514,1
"2011","Solihull","E08000029","Urban major conurbation",182706,181201,1505,1
"2011","Solihull","E08000029","Urban minor conurbation",0,0,0,0
"2011","Solihull","E08000029","Urban city and town",3570,3561,9,0
"2011","Solihull","E08000029","Urban city and town in a sparse setting",0,0,0,0
"2011","Solihull","E08000029","Rural (total)",20398,20325,73,0
"2011","Solihull","E08000029","Rural town and fringe",14388,14380,8,0
"2011","Solihull","E08000029","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Solihull","E08000029","Rural village",2454,2454,0,0
"2011","Solihull","E08000029","Rural village in a sparse setting",0,0,0,0
"2011","Solihull","E08000029","Rural hamlet and isolated dwellings",3556,3491,65,0
"2011","Solihull","E08000029","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Walsall","E08000030","Total",269323,267397,1926,1
"2011","Walsall","E08000030","Urban (total)",266318,264486,1832,0
"2011","Walsall","E08000030","Urban major conurbation",265682,263850,1832,0
"2011","Walsall","E08000030","Urban minor conurbation",0,0,0,0
"2011","Walsall","E08000030","Urban city and town",636,636,0,0
"2011","Walsall","E08000030","Urban city and town in a sparse setting",0,0,0,0
"2011","Walsall","E08000030","Rural (total)",3005,2911,94,1
"2011","Walsall","E08000030","Rural town and fringe",2169,2134,35,0
"2011","Walsall","E08000030","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Walsall","E08000030","Rural village",725,666,59,1
"2011","Walsall","E08000030","Rural village in a sparse setting",0,0,0,0
"2011","Walsall","E08000030","Rural hamlet and isolated dwellings",111,111,0,0
"2011","Walsall","E08000030","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Wolverhampton","E08000031","Total",249470,245526,3944,4
"2011","Wolverhampton","E08000031","Urban (total)",249470,245526,3944,4
"2011","Wolverhampton","E08000031","Urban major conurbation",249470,245526,3944,4
"2011","Wolverhampton","E08000031","Urban minor conurbation",0,0,0,0
"2011","Wolverhampton","E08000031","Urban city and town",0,0,0,0
"2011","Wolverhampton","E08000031","Urban city and town in a sparse setting",0,0,0,0
"2011","Wolverhampton","E08000031","Rural (total)",0,0,0,0
"2011","Wolverhampton","E08000031","Rural town and fringe",0,0,0,0
"2011","Wolverhampton","E08000031","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Wolverhampton","E08000031","Rural village",0,0,0,0
"2011","Wolverhampton","E08000031","Rural village in a sparse setting",0,0,0,0
"2011","Wolverhampton","E08000031","Rural hamlet and isolated dwellings",0,0,0,0
"2011","Wolverhampton","E08000031","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Worcestershire","E10000034","Total",566169,556357,9812,2
"2011","Worcestershire","E10000034","Urban (total)",417021,411119,5902,2
"2011","Worcestershire","E10000034","Urban major conurbation",18896,18671,225,0
"2011","Worcestershire","E10000034","Urban minor conurbation",0,0,0,0
"2011","Worcestershire","E10000034","Urban city and town",398125,392448,5677,2
"2011","Worcestershire","E10000034","Urban city and town in a sparse setting",0,0,0,0
"2011","Worcestershire","E10000034","Rural (total)",149148,145238,3910,0
"2011","Worcestershire","E10000034","Rural town and fringe",50896,49440,1456,0
"2011","Worcestershire","E10000034","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Worcestershire","E10000034","Rural village",55745,54848,897,0
"2011","Worcestershire","E10000034","Rural village in a sparse setting",0,0,0,0
"2011","Worcestershire","E10000034","Rural hamlet and isolated dwellings",42507,40950,1557,0
"2011","Worcestershire","E10000034","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Bedford","E06000055","Total",157479,154536,2943,0
"2011","Bedford","E06000055","Urban (total)",108375,105861,2514,0
"2011","Bedford","E06000055","Urban major conurbation",0,0,0,0
"2011","Bedford","E06000055","Urban minor conurbation",0,0,0,0
"2011","Bedford","E06000055","Urban city and town",108375,105861,2514,0
"2011","Bedford","E06000055","Urban city and town in a sparse setting",0,0,0,0
"2011","Bedford","E06000055","Rural (total)",49104,48675,429,0
"2011","Bedford","E06000055","Rural town and fringe",24877,24652,225,0
"2011","Bedford","E06000055","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Bedford","E06000055","Rural village",16638,16493,145,0
"2011","Bedford","E06000055","Rural village in a sparse setting",0,0,0,0
"2011","Bedford","E06000055","Rural hamlet and isolated dwellings",7589,7530,59,0
"2011","Bedford","E06000055","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Central Bedfordshire","E06000056","Total",254381,252120,2261,0
"2011","Central Bedfordshire","E06000056","Urban (total)",154109,153185,924,0
"2011","Central Bedfordshire","E06000056","Urban major conurbation",0,0,0,0
"2011","Central Bedfordshire","E06000056","Urban minor conurbation",0,0,0,0
"2011","Central Bedfordshire","E06000056","Urban city and town",154109,153185,924,0
"2011","Central Bedfordshire","E06000056","Urban city and town in a sparse setting",0,0,0,0
"2011","Central Bedfordshire","E06000056","Rural (total)",100272,98935,1337,0
"2011","Central Bedfordshire","E06000056","Rural town and fringe",64306,63946,360,0
"2011","Central Bedfordshire","E06000056","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Central Bedfordshire","E06000056","Rural village",27485,26630,855,0
"2011","Central Bedfordshire","E06000056","Rural village in a sparse setting",0,0,0,0
"2011","Central Bedfordshire","E06000056","Rural hamlet and isolated dwellings",8481,8359,122,0
"2011","Central Bedfordshire","E06000056","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Luton","E06000032","Total",203201,201549,1652,0
"2011","Luton","E06000032","Urban (total)",203201,201549,1652,0
"2011","Luton","E06000032","Urban major conurbation",0,0,0,0
"2011","Luton","E06000032","Urban minor conurbation",0,0,0,0
"2011","Luton","E06000032","Urban city and town",203201,201549,1652,0
"2011","Luton","E06000032","Urban city and town in a sparse setting",0,0,0,0
"2011","Luton","E06000032","Rural (total)",0,0,0,0
"2011","Luton","E06000032","Rural town and fringe",0,0,0,0
"2011","Luton","E06000032","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Luton","E06000032","Rural village",0,0,0,0
"2011","Luton","E06000032","Rural village in a sparse setting",0,0,0,0
"2011","Luton","E06000032","Rural hamlet and isolated dwellings",0,0,0,0
"2011","Luton","E06000032","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Peterborough","E06000031","Total",183631,181827,1804,1
"2011","Peterborough","E06000031","Urban (total)",161879,160598,1281,1
"2011","Peterborough","E06000031","Urban major conurbation",0,0,0,0
"2011","Peterborough","E06000031","Urban minor conurbation",0,0,0,0
"2011","Peterborough","E06000031","Urban city and town",161879,160598,1281,1
"2011","Peterborough","E06000031","Urban city and town in a sparse setting",0,0,0,0
"2011","Peterborough","E06000031","Rural (total)",21752,21229,523,0
"2011","Peterborough","E06000031","Rural town and fringe",13618,13112,506,0
"2011","Peterborough","E06000031","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Peterborough","E06000031","Rural village",6505,6490,15,0
"2011","Peterborough","E06000031","Rural village in a sparse setting",0,0,0,0
"2011","Peterborough","E06000031","Rural hamlet and isolated dwellings",1629,1627,2,0
"2011","Peterborough","E06000031","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Southend-on-Sea","E06000033","Total",173658,171489,2169,0
"2011","Southend-on-Sea","E06000033","Urban (total)",173658,171489,2169,0
"2011","Southend-on-Sea","E06000033","Urban major conurbation",0,0,0,0
"2011","Southend-on-Sea","E06000033","Urban minor conurbation",0,0,0,0
"2011","Southend-on-Sea","E06000033","Urban city and town",173658,171489,2169,0
"2011","Southend-on-Sea","E06000033","Urban city and town in a sparse setting",0,0,0,0
"2011","Southend-on-Sea","E06000033","Rural (total)",0,0,0,0
"2011","Southend-on-Sea","E06000033","Rural town and fringe",0,0,0,0
"2011","Southend-on-Sea","E06000033","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Southend-on-Sea","E06000033","Rural village",0,0,0,0
"2011","Southend-on-Sea","E06000033","Rural village in a sparse setting",0,0,0,0
"2011","Southend-on-Sea","E06000033","Rural hamlet and isolated dwellings",0,0,0,0
"2011","Southend-on-Sea","E06000033","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Thurrock","E06000034","Total",157705,157072,633,0
"2011","Thurrock","E06000034","Urban (total)",137940,137345,595,0
"2011","Thurrock","E06000034","Urban major conurbation",105380,104914,466,0
"2011","Thurrock","E06000034","Urban minor conurbation",0,0,0,0
"2011","Thurrock","E06000034","Urban city and town",32560,32431,129,0
"2011","Thurrock","E06000034","Urban city and town in a sparse setting",0,0,0,0
"2011","Thurrock","E06000034","Rural (total)",19765,19727,38,0
"2011","Thurrock","E06000034","Rural town and fringe",16463,16450,13,0
"2011","Thurrock","E06000034","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Thurrock","E06000034","Rural village",2727,2702,25,0
"2011","Thurrock","E06000034","Rural village in a sparse setting",0,0,0,0
"2011","Thurrock","E06000034","Rural hamlet and isolated dwellings",575,575,0,0
"2011","Thurrock","E06000034","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Cambridgeshire","E10000003","Total",621210,598066,23144,5
"2011","Cambridgeshire","E10000003","Urban (total)",328577,309573,19004,3
"2011","Cambridgeshire","E10000003","Urban major conurbation",0,0,0,0
"2011","Cambridgeshire","E10000003","Urban minor conurbation",0,0,0,0
"2011","Cambridgeshire","E10000003","Urban city and town",328577,309573,19004,3
"2011","Cambridgeshire","E10000003","Urban city and town in a sparse setting",0,0,0,0
"2011","Cambridgeshire","E10000003","Rural (total)",292633,288493,4140,2
"2011","Cambridgeshire","E10000003","Rural town and fringe",177303,175859,1444,1
"2011","Cambridgeshire","E10000003","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Cambridgeshire","E10000003","Rural village",88356,85966,2390,1
"2011","Cambridgeshire","E10000003","Rural village in a sparse setting",0,0,0,0
"2011","Cambridgeshire","E10000003","Rural hamlet and isolated dwellings",26974,26668,306,0
"2011","Cambridgeshire","E10000003","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Essex","E10000012","Total",1393587,1375440,18147,3
"2011","Essex","E10000012","Urban (total)",1032982,1021293,11689,3
"2011","Essex","E10000012","Urban major conurbation",73097,72443,654,0
"2011","Essex","E10000012","Urban minor conurbation",0,0,0,0
"2011","Essex","E10000012","Urban city and town",959885,948850,11035,3
"2011","Essex","E10000012","Urban city and town in a sparse setting",0,0,0,0
"2011","Essex","E10000012","Rural (total)",360605,354147,6458,0
"2011","Essex","E10000012","Rural town and fringe",193057,191494,1563,0
"2011","Essex","E10000012","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Essex","E10000012","Rural village",100321,98900,1421,0
"2011","Essex","E10000012","Rural village in a sparse setting",0,0,0,0
"2011","Essex","E10000012","Rural hamlet and isolated dwellings",67227,63753,3474,0
"2011","Essex","E10000012","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Hertfordshire","E10000015","Total",1116062,1101351,14711,2
"2011","Hertfordshire","E10000015","Urban (total)",987478,975648,11830,2
"2011","Hertfordshire","E10000015","Urban major conurbation",409182,405740,3442,1
"2011","Hertfordshire","E10000015","Urban minor conurbation",0,0,0,0
"2011","Hertfordshire","E10000015","Urban city and town",578296,569908,8388,1
"2011","Hertfordshire","E10000015","Urban city and town in a sparse setting",0,0,0,0
"2011","Hertfordshire","E10000015","Rural (total)",128584,125703,2881,0
"2011","Hertfordshire","E10000015","Rural town and fringe",59900,58873,1027,0
"2011","Hertfordshire","E10000015","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Hertfordshire","E10000015","Rural village",47209,46528,681,0
"2011","Hertfordshire","E10000015","Rural village in a sparse setting",0,0,0,0
"2011","Hertfordshire","E10000015","Rural hamlet and isolated dwellings",21475,20302,1173,0
"2011","Hertfordshire","E10000015","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Norfolk","E10000020","Total",857888,841042,16846,3
"2011","Norfolk","E10000020","Urban (total)",429175,421095,8080,2
"2011","Norfolk","E10000020","Urban major conurbation",0,0,0,0
"2011","Norfolk","E10000020","Urban minor conurbation",0,0,0,0
"2011","Norfolk","E10000020","Urban city and town",429175,421095,8080,2
"2011","Norfolk","E10000020","Urban city and town in a sparse setting",0,0,0,0
"2011","Norfolk","E10000020","Rural (total)",428713,419947,8766,1
"2011","Norfolk","E10000020","Rural town and fringe",158559,155057,3502,0
"2011","Norfolk","E10000020","Rural town and fringe in a sparse setting",22696,22215,481,0
"2011","Norfolk","E10000020","Rural village",154966,151888,3078,0
"2011","Norfolk","E10000020","Rural village in a sparse setting",14033,13977,56,0
"2011","Norfolk","E10000020","Rural hamlet and isolated dwellings",74707,73061,1646,1
"2011","Norfolk","E10000020","Rural hamlet and isolated dwellings in a sparse setting",3752,3749,3,0
"2011","Suffolk","E10000029","Total",728163,714113,14050,0
"2011","Suffolk","E10000029","Urban (total)",439442,433954,5488,0
"2011","Suffolk","E10000029","Urban major conurbation",0,0,0,0
"2011","Suffolk","E10000029","Urban minor conurbation",0,0,0,0
"2011","Suffolk","E10000029","Urban city and town",439442,433954,5488,0
"2011","Suffolk","E10000029","Urban city and town in a sparse setting",0,0,0,0
"2011","Suffolk","E10000029","Rural (total)",288721,280159,8562,0
"2011","Suffolk","E10000029","Rural town and fringe",108310,106090,2220,0
"2011","Suffolk","E10000029","Rural town and fringe in a sparse setting",7421,7297,124,0
"2011","Suffolk","E10000029","Rural village",110597,106528,4069,0
"2011","Suffolk","E10000029","Rural village in a sparse setting",231,231,0,0
"2011","Suffolk","E10000029","Rural hamlet and isolated dwellings",61081,58979,2102,0
"2011","Suffolk","E10000029","Rural hamlet and isolated dwellings in a sparse setting",1081,1034,47,0
"2011","Camden","E09000007","Total",220338,212443,7895,0
"2011","Camden","E09000007","Urban (total)",220338,212443,7895,0
"2011","Camden","E09000007","Urban major conurbation",220338,212443,7895,0
"2011","Camden","E09000007","Urban minor conurbation",0,0,0,0
"2011","Camden","E09000007","Urban city and town",0,0,0,0
"2011","Camden","E09000007","Urban city and town in a sparse setting",0,0,0,0
"2011","Camden","E09000007","Rural (total)",0,0,0,0
"2011","Camden","E09000007","Rural town and fringe",0,0,0,0
"2011","Camden","E09000007","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Camden","E09000007","Rural village",0,0,0,0
"2011","Camden","E09000007","Rural village in a sparse setting",0,0,0,0
"2011","Camden","E09000007","Rural hamlet and isolated dwellings",0,0,0,0
"2011","Camden","E09000007","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","City of London","E09000001","Total",7375,7187,188,0
"2011","City of London","E09000001","Urban (total)",7375,7187,188,0
"2011","City of London","E09000001","Urban major conurbation",7375,7187,188,0
"2011","City of London","E09000001","Urban minor conurbation",0,0,0,0
"2011","City of London","E09000001","Urban city and town",0,0,0,0
"2011","City of London","E09000001","Urban city and town in a sparse setting",0,0,0,0
"2011","City of London","E09000001","Rural (total)",0,0,0,0
"2011","City of London","E09000001","Rural town and fringe",0,0,0,0
"2011","City of London","E09000001","Rural town and fringe in a sparse setting",0,0,0,0
"2011","City of London","E09000001","Rural village",0,0,0,0
"2011","City of London","E09000001","Rural village in a sparse setting",0,0,0,0
"2011","City of London","E09000001","Rural hamlet and isolated dwellings",0,0,0,0
"2011","City of London","E09000001","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Hackney","E09000012","Total",246270,244433,1837,0
"2011","Hackney","E09000012","Urban (total)",245645,243808,1837,0
"2011","Hackney","E09000012","Urban major conurbation",245645,243808,1837,0
"2011","Hackney","E09000012","Urban minor conurbation",0,0,0,0
"2011","Hackney","E09000012","Urban city and town",0,0,0,0
"2011","Hackney","E09000012","Urban city and town in a sparse setting",0,0,0,0
"2011","Hackney","E09000012","Rural (total)",625,625,0,0
"2011","Hackney","E09000012","Rural town and fringe",625,625,0,0
"2011","Hackney","E09000012","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Hackney","E09000012","Rural village",0,0,0,0
"2011","Hackney","E09000012","Rural village in a sparse setting",0,0,0,0
"2011","Hackney","E09000012","Rural hamlet and isolated dwellings",0,0,0,0
"2011","Hackney","E09000012","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Hammersmith and Fulham","E09000013","Total",182493,180652,1841,0
"2011","Hammersmith and Fulham","E09000013","Urban (total)",182493,180652,1841,0
"2011","Hammersmith and Fulham","E09000013","Urban major conurbation",182493,180652,1841,0
"2011","Hammersmith and Fulham","E09000013","Urban minor conurbation",0,0,0,0
"2011","Hammersmith and Fulham","E09000013","Urban city and town",0,0,0,0
"2011","Hammersmith and Fulham","E09000013","Urban city and town in a sparse setting",0,0,0,0
"2011","Hammersmith and Fulham","E09000013","Rural (total)",0,0,0,0
"2011","Hammersmith and Fulham","E09000013","Rural town and fringe",0,0,0,0
"2011","Hammersmith and Fulham","E09000013","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Hammersmith and Fulham","E09000013","Rural village",0,0,0,0
"2011","Hammersmith and Fulham","E09000013","Rural village in a sparse setting",0,0,0,0
"2011","Hammersmith and Fulham","E09000013","Rural hamlet and isolated dwellings",0,0,0,0
"2011","Hammersmith and Fulham","E09000013","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Haringey","E09000014","Total",254926,253236,1690,0
"2011","Haringey","E09000014","Urban (total)",254926,253236,1690,0
"2011","Haringey","E09000014","Urban major conurbation",254926,253236,1690,0
"2011","Haringey","E09000014","Urban minor conurbation",0,0,0,0
"2011","Haringey","E09000014","Urban city and town",0,0,0,0
"2011","Haringey","E09000014","Urban city and town in a sparse setting",0,0,0,0
"2011","Haringey","E09000014","Rural (total)",0,0,0,0
"2011","Haringey","E09000014","Rural town and fringe",0,0,0,0
"2011","Haringey","E09000014","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Haringey","E09000014","Rural village",0,0,0,0
"2011","Haringey","E09000014","Rural village in a sparse setting",0,0,0,0
"2011","Haringey","E09000014","Rural hamlet and isolated dwellings",0,0,0,0
"2011","Haringey","E09000014","Rural hamlet and isolated dwellings in a sparse setting",0,0,0,0
"2011","Islington","E09000019","Total",206125,200134,5991,0
"2011","Islington","E09000019","Urban (total)",206125,200134,5991,0
"2011","Islington","E09000019","Urban major conurbation",206125,200134,5991,0
"2011","Islington","E09000019","Urban minor conurbation",0,0,0,0
"2011","Islington","E09000019","Urban city and town",0,0,0,0
"2011","Islington","E09000019","Urban city and town in a sparse setting",0,0,0,0
"2011","Islington","E09000019","Rural (total)",0,0,0,0
"2011","Islington","E09000019","Rural town and fringe",0,0,0,0
"2011","Islington","E09000019","Rural town and fringe in a sparse setting",0,0,0,0
"2011","Islington","E09000019","Rural village",0,0,0,0
"2011","Islington","E09000019","Rural village in a sparse setting",0,0,0,0
"2011","Islington","E09000019","Rural hamlet and isolated dwellings",0,0,0,0
