"date","geography","geography code","Year Last Worked: All categories: Year last worked; Age: All categories: Age 16 and over; measures: Value","Year Last Worked: All categories: Year last worked; Age: Age 16 to 24; measures: Value","Year Last Worked: All categories: Year last worked; Age: Age 25 to 34; measures: Value","Year Last Worked: All categories: Year last worked; Age: Age 35 to 49; measures: Value","Year Last Worked: All categories: Year last worked; Age: Age 50 to 64; measures: Value","Year Last Worked: All categories: Year last worked; Age: Age 65 and over; measures: Value","Year Last Worked: In employment; Age: All categories: Age 16 and over; measures: Value","Year Last Worked: In employment; Age: Age 16 to 24; measures: Value","Year Last Worked: In employment; Age: Age 25 to 34; measures: Value","Year Last Worked: In employment; Age: Age 35 to 49; measures: Value","Year Last Worked: In employment; Age: Age 50 to 64; measures: Value","Year Last Worked: In employment; Age: Age 65 and over; measures: Value","Year Last Worked: Not in employment: Total; Age: All categories: Age 16 and over; measures: Value","Year Last Worked: Not in employment: Total; Age: Age 16 to 24; measures: Value","Year Last Worked: Not in employment: Total; Age: Age 25 to 34; measures: Value","Year Last Worked: Not in employment: Total; Age: Age 35 to 49; measures: Value","Year Last Worked: Not in employment: Total; Age: Age 50 to 64; measures: Value","Year Last Worked: Not in employment: Total; Age: Age 65 and over; measures: Value","Year Last Worked: Last worked in 2011; Age: All categories: Age 16 and over; measures: Value","Year Last Worked: Last worked in 2011; Age: Age 16 to 24; measures: Value","Year Last Worked: Last worked in 2011; Age: Age 25 to 34; measures: Value","Year Last Worked: Last worked in 2011; Age: Age 35 to 49; measures: Value","Year Last Worked: Last worked in 2011; Age: Age 50 to 64; measures: Value","Year Last Worked: Last worked in 2011; Age: Age 65 and over; measures: Value","Year Last Worked: Last worked in 2010; Age: All categories: Age 16 and over; measures: Value","Year Last Worked: Last worked in 2010; Age: Age 16 to 24; measures: Value","Year Last Worked: Last worked in 2010; Age: Age 25 to 34; measures: Value","Year Last Worked: Last worked in 2010; Age: Age 35 to 49; measures: Value","Year Last Worked: Last worked in 2010; Age: Age 50 to 64; measures: Value","Year Last Worked: Last worked in 2010; Age: Age 65 and over; measures: Value","Year Last Worked: Last worked in 2009; Age: All categories: Age 16 and over; measures: Value","Year Last Worked: Last worked in 2009; Age: Age 16 to 24; measures: Value","Year Last Worked: Last worked in 2009; Age: Age 25 to 34; measures: Value","Year Last Worked: Last worked in 2009; Age: Age 35 to 49; measures: Value","Year Last Worked: Last worked in 2009; Age: Age 50 to 64; measures: Value","Year Last Worked: Last worked in 2009; Age: Age 65 and over; measures: Value","Year Last Worked: Last worked in 2008; Age: All categories: Age 16 and over; measures: Value","Year Last Worked: Last worked in 2008; Age: Age 16 to 24; measures: Value","Year Last Worked: Last worked in 2008; Age: Age 25 to 34; measures: Value","Year Last Worked: Last worked in 2008; Age: Age 35 to 49; measures: Value","Year Last Worked: Last worked in 2008; Age: Age 50 to 64; measures: Value","Year Last Worked: Last worked in 2008; Age: Age 65 and over; measures: Value","Year Last Worked: Last worked in 2007; Age: All categories: Age 16 and over; measures: Value","Year Last Worked: Last worked in 2007; Age: Age 16 to 24; measures: Value","Year Last Worked: Last worked in 2007; Age: Age 25 to 34; measures: Value","Year Last Worked: Last worked in 2007; Age: Age 35 to 49; measures: Value","Year Last Worked: Last worked in 2007; Age: Age 50 to 64; measures: Value","Year Last Worked: Last worked in 2007; Age: Age 65 and over; measures: Value","Year Last Worked: Last worked in 2006; Age: All categories: Age 16 and over; measures: Value","Year Last Worked: Last worked in 2006; Age: Age 16 to 24; measures: Value","Year Last Worked: Last worked in 2006; Age: Age 25 to 34; measures: Value","Year Last Worked: Last worked in 2006; Age: Age 35 to 49; measures: Value","Year Last Worked: Last worked in 2006; Age: Age 50 to 64; measures: Value","Year Last Worked: Last worked in 2006; Age: Age 65 and over; measures: Value","Year Last Worked: Last worked in 2001 - 2005; Age: All categories: Age 16 and over; measures: Value","Year Last Worked: Last worked in 2001 - 2005; Age: Age 16 to 24; measures: Value","Year Last Worked: Last worked in 2001 - 2005; Age: Age 25 to 34; measures: Value","Year Last Worked: Last worked in 2001 - 2005; Age: Age 35 to 49; measures: Value","Year Last Worked: Last worked in 2001 - 2005; Age: Age 50 to 64; measures: Value","Year Last Worked: Last worked in 2001 - 2005; Age: Age 65 and over; measures: Value","Year Last Worked: Last worked before 2001; Age: All categories: Age 16 and over; measures: Value","Year Last Worked: Last worked before 2001; Age: Age 16 to 24; measures: Value","Year Last Worked: Last worked before 2001; Age: Age 25 to 34; measures: Value","Year Last Worked: Last worked before 2001; Age: Age 35 to 49; measures: Value","Year Last Worked: Last worked before 2001; Age: Age 50 to 64; measures: Value","Year Last Worked: Last worked before 2001; Age: Age 65 and over; measures: Value","Year Last Worked: Never worked; Age: All categories: Age 16 and over; measures: Value","Year Last Worked: Never worked; Age: Age 16 to 24; measures: Value","Year Last Worked: Never worked; Age: Age 25 to 34; measures: Value","Year Last Worked: Never worked; Age: Age 35 to 49; measures: Value","Year Last Worked: Never worked; Age: Age 50 to 64; measures: Value","Year Last Worked: Never worked; Age: Age 65 and over; measures: Value"
"2011","Wiltshire","E06000054",380013,47797,50549,103336,92843,85488,240956,30549,42525,89141,67762,10979,139057,17248,8024,14195,25081,74509,3525,1047,502,746,823,407,13248,2900,1833,2325,3860,2330,8965,894,1096,1499,3092,2384,7015,532,834,1105,2366,2178,5443,238,599,813,1914,1879,5241,182,429,798,1621,2211,20412,219,1318,2719,4328,11828,57087,51,417,2972,6154,47493,18121,11185,996,1218,923,3799
"2011","Devon","E10000008",623225,79492,72191,145676,157440,168426,357261,45025,59825,124455,108476,19480,265964,34467,12366,21221,48964,148946,6329,2370,767,1066,1367,759,26461,9094,2910,3553,6778,4126,15278,2060,1601,2123,5505,3989,11599,1085,1153,1482,4233,3646,9412,553,764,1111,3633,3351,9082,267,640,1086,3119,3970,37149,371,1877,3799,9013,22089,118158,106,726,4781,13545,99000,32496,18561,1928,2220,1771,8016
"2011","Dorset","E10000009",345596,38462,34925,79352,88712,104145,192815,24133,28785,67643,61138,11116,152781,14329,6140,11709,27574,93029,2944,921,378,494,734,417,12433,2721,1447,1948,3875,2442,7969,761,809,1197,2949,2253,6593,441,566,855,2538,2193,5341,255,407,636,2074,1969,5160,143,354,582,1785,2296,22485,191,938,2189,5202,13965,74105,56,388,2700,7579,63382,15751,8840,853,1108,838,4112
"2011","Gloucestershire","E10000013",490233,64795,67378,128490,118215,111355,302195,37914,56330,110090,84339,13522,188038,26881,11048,18400,33876,97833,5443,2141,761,942,1119,480,18923,5621,2464,3026,4915,2897,11590,1427,1370,1935,4011,2847,9053,837,990,1397,3095,2734,6938,370,683,1025,2425,2435,6316,210,523,900,2015,2668,26345,287,1721,3269,5809,15259,76933,73,628,3731,8881,63620,26497,15915,1908,2175,1606,4893
"2011","Somerset","E10000027",435382,54266,52090,106806,110560,111660,258828,33541,43326,91292,77672,12997,176554,20725,8764,15514,32888,98663,3886,1210,510,755,925,486,15548,3694,1964,2501,4602,2787,10242,1118,1115,1534,3796,2679,7866,586,817,1066,2977,2420,6332,286,549,833,2368,2296,6244,193,517,792,2102,2640,25464,284,1366,2791,5966,15057,78195,72,536,3543,8930,65114,22777,13282,1390,1699,1222,5184
"2011","Anglesey","W06000001",57890,6941,7166,13237,14900,15646,30726,3770,5540,10629,9236,1551,27164,3171,1626,2608,5664,14095,490,149,100,85,110,46,2328,630,374,401,599,324,1686,205,224,281,617,359,1087,99,143,163,382,300,888,52,102,131,318,285,864,25,72,98,311,358,3543,38,221,398,978,1908,12326,18,97,694,2028,9489,3952,1955,293,357,321,1026
"2011","Gwynedd","W06000002",100923,16723,12532,22808,23720,25140,54523,7423,9705,18774,15611,3010,46400,9300,2827,4034,8109,22130,1147,619,150,130,161,87,5702,2835,679,680,962,546,2698,702,338,377,756,525,1940,332,219,240,593,556,1507,178,126,171,522,510,1316,60,119,179,469,489,5527,76,378,604,1498,2971,18866,29,165,979,2744,14949,7697,4469,653,674,404,1497
"2011","Conwy","W06000003",96102,11037,10754,22033,24116,28162,50627,6026,8525,18003,15303,2770,45475,5011,2229,4030,8813,25392,779,237,132,154,165,91,3681,959,503,616,1030,573,2327,290,284,377,834,542,1963,144,181,290,766,582,1514,76,133,224,573,508,1483,59,106,191,540,587,6098,80,306,625,1562,3525,21736,17,142,1014,2894,17669,5894,3149,442,539,449,1315
"2011","Denbighshire","W06000004",76781,10025,9021,18698,19347,19690,41474,5185,6999,15233,12069,1988,35307,4840,2022,3465,7278,17702,627,189,93,124,145,76,2963,826,418,507,824,388,2001,273,248,327,732,421,1546,140,178,228,581,419,1196,64,112,176,479,365,1115,50,98,153,403,411,4725,67,314,562,1214,2568,15601,23,153,823,2536,12066,5533,3208,408,565,364,988
"2011","Flintshire","W06000005",123862,16542,16924,32914,30646,26836,74421,9925,14051,27946,19890,2609,49441,6617,2873,4968,10756,24227,1213,397,194,246,286,90,4357,1068,608,760,1353,568,3055,346,351,501,1201,656,2383,192,276,368,911,636,1829,116,202,248,682,581,1853,74,153,237,648,741,6680,92,450,797,1877,3464,21051,40,206,1252,3359,16194,7020,4292,433,559,439,1297
"2011","Wrexham","W06000006",109026,14846,17037,28509,25783,22851,63967,8153,13557,23553,16606,2098,45059,6693,3480,4956,9177,20753,1025,342,205,212,188,78,4142,1194,763,649,1037,499,2777,434,399,454,982,508,2149,249,264,337,782,517,1558,140,231,208,545,434,1449,85,170,223,475,496,5857,125,571,833,1422,2906,18686,45,246,1301,3215,13879,7416,4079,631,739,531,1436
"2011","Powys","W06000023",110083,12708,11720,25946,29463,30246,64632,7592,9749,22242,20411,4638,45451,5116,1971,3704,9052,25608,947,234,134,210,245,124,3623,835,441,562,1005,780,2485,245,237,343,938,722,1980,127,198,262,751,642,1671,77,124,187,671,612,1561,32,107,197,543,682,6437,54,306,616,1627,3834,20491,22,134,940,2885,16510,6256,3490,290,387,387,1702
"2011","Ceredigion","W06000008",64692,14053,6918,12717,15299,15705,32853,4933,5413,10417,9948,2142,31839,9120,1505,2300,5351,13563,1156,816,78,89,108,65,5143,3378,400,332,653,380,1925,713,203,209,501,299,1359,377,119,156,378,329,975,114,80,108,349,324,908,59,65,108,308,368,3661,48,191,371,1018,2033,11549,17,76,628,1821,9007,5163,3598,293,299,215,758
"2011","Pembrokeshire","W06000009",100362,12639,11630,23490,25910,26693,54774,7064,9032,19091,16508,3079,45588,5575,2598,4399,9402,23614,802,246,127,162,170,97,4245,1221,613,724,1121,566,2420,359,320,403,814,524,1882,165,217,286,711,503,1515,115,153,211,616,420,1536,58,133,187,551,607,6226,85,357,666,1768,3350,20370,18,185,1132,3158,15877,6592,3308,493,628,493,1670
"2011","Carmarthenshire","W06000010",150763,19578,18861,36030,38118,38176,81402,10447,14883,29003,23294,3775,69361,9131,3978,7027,14824,34401,1260,508,202,232,215,103,5101,1505,726,840,1368,662,3519,523,482,554,1264,696,2806,290,322,471,1096,627,2251,151,237,337,896,630,2142,98,192,323,816,713,9021,130,599,1160,2662,4470,32326,45,331,2126,5790,24034,10935,5881,887,984,717,2466
"2011","Swansea","W06000011",197627,33936,29948,46943,43988,42812,103457,15127,22395,36518,26219,3198,94170,18809,7553,10425,17769,39614,2784,1498,443,355,345,143,10340,5021,1593,1278,1710,738,5469,1345,817,870,1633,804,3965,644,587,644,1307,783,2937,307,441,456,1077,656,2828,153,338,464,995,878,10446,169,923,1570,2908,4876,38304,55,483,2860,6649,28257,17097,9617,1928,1928,1145,2479
"2011","Neath Port Talbot","W06000012",115175,14930,17013,28679,28502,26051,59258,7556,12859,21605,15759,1479,55917,7374,4154,7074,12743,24572,1089,357,230,244,212,46,4067,1157,714,746,1092,358,2863,365,484,547,1063,404,2292,232,353,480,846,381,1718,130,251,301,669,367,1560,65,199,272,597,427,6487,103,691,1082,1987,2624,26458,46,363,2256,5506,18287,9383,4919,869,1146,771,1678
"2011","Bridgend","W06000013",113890,15018,16771,30225,27022,24854,61551,7572,12636,23817,15903,1623,52339,7446,4135,6408,11119,23231,1066,358,218,225,204,61,4205,1127,762,833,1074,409,2940,426,523,580,993,418,2376,265,382,444,781,504,1814,109,243,343,679,440,1738,84,225,282,624,523,6870,126,667,1044,1916,3117,22782,34,352,1790,4287,16319,8548,4917,763,867,561,1440
"2011","The Vale of Glamorgan","W06000014",102504,13298,14206,26364,25581,23055,59274,7050,11372,21849,16815,2188,43230,6248,2834,4515,8766,20867,984,315,187,204,195,83,3794,984,560,667,1073,510,2507,276,367,387,971,506,2037,180,247,325,800,485,1481,113,165,242,553,408,1515,62,131,237,555,530,5990,82,447,798,1581,3082,17990,18,196,1077,2618,14081,6932,4218,534,578,420,1182
"2011","Cardiff","W06000015",283115,60626,55805,67066,54066,45552,160377,25975,43081,52600,34655,4066,122738,34651,12724,14466,19411,41486,4805,2933,709,559,430,174,18695,10692,2713,1905,2370,1015,7832,2412,1349,1210,1869,992,5399,1266,905,893,1464,871,3764,606,656,631,1074,797,3042,282,490,495,842,933,12326,339,1414,2076,3052,5445,38541,77,612,3176,6359,28317,28334,16044,3876,3521,1951,2942
"2011","Rhondda, Cynon, Taff","W06000016",190116,28240,28949,48303,44551,40073,99690,13284,21571,37468,25075,2292,90426,14956,7378,10835,19476,37781,1831,729,377,341,290,94,7295,2534,1284,1140,1667,670,4845,751,870,913,1602,709,3726,440,570,637,1350,729,2836,238,372,453,1070,703,2641,177,345,435,955,729,10648,223,1125,1667,3146,4487,39398,63,661,3391,8256,27027,17206,9801,1774,1858,1140,2633
"2011","Merthyr Tydfil","W06000024",47842,7048,7587,12053,11358,9796,25202,3533,5716,9201,6191,561,22640,3515,1871,2852,5167,9235,398,156,80,76,71,15,1677,522,310,297,394,154,1253,196,218,224,445,170,875,86,164,163,294,168,673,69,127,118,222,137,612,37,96,105,217,157,2329,54,281,423,714,857,10497,18,152,865,2454,7008,4326,2377,443,581,356,569
"2011","Caerphilly","W06000018",143825,19891,22211,37721,34437,29565,77756,10070,16857,29530,19518,1781,66069,9821,5354,8191,14919,27784,1169,423,218,240,212,76,4729,1350,911,867,1153,448,3761,488,644,732,1330,567,2826,279,439,520,1055,533,2086,146,305,395,785,455,1965,98,271,355,647,594,8341,158,972,1382,2495,3334,29164,45,500,2419,6372,19828,12028,6834,1094,1281,870,1949
"2011","Blaenau Gwent","W06000019",57321,8414,8280,14801,13349,12477,28400,4014,5854,10948,6902,682,28921,4400,2426,3853,6447,11795,548,191,94,114,114,35,2096,634,384,405,492,181,1532,208,291,304,534,195,1242,163,217,212,401,249,881,83,122,183,299,194,802,59,102,157,287,197,3585,70,462,596,1144,1313,12647,29,214,1221,2709,8474,5588,2963,540,661,467,957
"2011","Torfaen","W06000020",73833,10458,10643,18494,17868,16370,40415,5711,8200,14773,10698,1033,33418,4747,2443,3721,7170,15337,697,255,125,101,170,46,2695,755,481,465,702,292,1799,273,276,334,606,310,1505,163,222,279,544,297,1105,64,143,185,441,272,984,52,115,160,368,289,4326,93,436,601,1274,1922,14942,14,185,1072,2660,11011,5365,3078,460,524,405,898
"2011","Monmouthshire","W06000021",75080,8889,7879,19552,19717,19043,43210,4767,6291,16487,13410,2255,31870,4122,1588,3065,6307,16788,634,193,83,118,170,70,2667,625,352,475,815,400,1826,203,219,319,683,402,1516,124,142,242,577,431,1168,75,93,172,444,384,1107,28,101,141,399,438,4507,56,261,536,1134,2520,13904,17,115,751,1829,11192,4541,2801,222,311,256,951
"2011","Newport","W06000022",116348,18036,18567,30328,25666,23751,64691,8993,13893,24017,15984,1804,51657,9043,4674,6311,9682,21947,1267,509,228,221,227,82,4999,1786,908,779,1084,442,3193,507,534,576,1048,528,2268,312,323,378,739,516,1692,153,272,297,561,409,1542,88,181,269,507,497,6318,148,686,1019,1616,2849,20165,38,285,1513,3080,15249,10213,5502,1257,1259,820,1375

